
Using:

java: 8.0.232-open
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b09
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-open/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-2.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 394,821 ns/op
# Warmup Iteration   2: 365,711 ns/op
# Warmup Iteration   3: 370,511 ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10-LTS
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-zulu/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-10.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 1506,730 ns/op
# Warmup Iteration   2: 1369,881 ns/op
# Warmup Iteration   3: 1350,471 ns/op
Iteration   1: 1349,386 ns/op
Iteration   2: 1341,813 ns/op
Iteration   3: 1349,028 ns/op
Iteration   4: 1392,337 ns/op
Iteration   5: 1430,299 ns/op
Iteration   6: 1379,248 ns/op
Iteration   7: 1342,143 ns/op
Iteration   8: 1381,887 ns/op
Iteration   9: 1356,271 ns/op
Iteration  10: 1332,215 ns/op
Iteration  11: 1355,270 ns/op
Iteration  12: 1364,898 ns/op
Iteration  13: 1373,429 ns/op
Iteration  14: 1349,497 ns/op
Iteration  15: 1378,921 ns/op
Iteration  16: 1358,429 ns/op
Iteration  17: 1386,645 ns/op
Iteration  18: 1388,622 ns/op
Iteration  19: 1350,030 ns/op
Iteration  20: 1358,308 ns/op
Iteration  21: 1359,737 ns/op
Iteration  22: 1343,340 ns/op
Iteration  23: 1348,009 ns/op
Iteration  24: 1353,106 ns/op
Iteration  25: 1355,131 ns/op
Iteration  26: 1358,723 ns/op
Iteration  27: 1350,927 ns/op
Iteration  28: 1352,127 ns/op
Iteration  29: 1353,871 ns/op
Iteration  30: 1360,778 ns/op
Iteration  31: 1369,776 ns/op
Iteration  32: 1395,678 ns/op
Iteration  33: 1371,253 ns/op
Iteration  34: 1359,343 ns/op
Iteration  35: 1407,841 ns/op
Iteration  36: 1347,312 ns/op
Iteration  37: 1360,328 ns/op
Iteration  38: 1348,965 ns/op
Iteration  39: 1349,023 ns/op
Iteration  40: 1364,501 ns/op
Iteration  41: 1417,198 ns/op
Iteration  42: 1377,360 ns/op
Iteration  43: 1363,347 ns/op
Iteration  44: 1378,589 ns/op
Iteration  45: 1350,301 ns/op
Iteration  46: 1346,977 ns/op
Iteration  47: 1372,815 ns/op
Iteration  48: 1351,054 ns/op
Iteration  49: 1359,682 ns/op
Iteration  50: 1355,901 ns/op
Iteration  51: 1369,088 ns/op
Iteration  52: 1350,264 ns/op
Iteration  53: 1364,563 ns/op
Iteration  54: 1349,449 ns/op
Iteration  55: 1353,558 ns/op
Iteration  56: 1370,998 ns/op
Iteration  57: 1352,832 ns/op
Iteration  58: 1352,247 ns/op
Iteration  59: 1353,532 ns/op
Iteration  60: 1358,557 ns/op
Iteration  61: 1398,943 ns/op
Iteration  62: 1382,802 ns/op
Iteration  63: 1385,567 ns/op
Iteration  64: 1388,584 ns/op
Iteration  65: 1408,181 ns/op
Iteration  66: 1345,102 ns/op
Iteration  67: 1375,258 ns/op
Iteration  68: 1377,700 ns/op
Iteration  69: 1383,157 ns/op
Iteration  70: 1403,837 ns/op
Iteration  71: 1412,986 ns/op
Iteration  72: 1388,241 ns/op
Iteration  73: 1375,732 ns/op
Iteration  74: 1404,863 ns/op
Iteration  75: 1364,217 ns/op
Iteration  76: 1352,585 ns/op
Iteration  77: 1379,735 ns/op
Iteration  78: 1364,580 ns/op
Iteration  79: 1374,575 ns/op
Iteration  80: 1370,974 ns/op
Iteration  81: 1359,711 ns/op
Iteration  82: 1360,364 ns/op
Iteration  83: 1342,609 ns/op
Iteration  84: 1357,342 ns/op
Iteration  85: 1358,048 ns/op
Iteration  86: 1343,487 ns/op
Iteration  87: 1362,947 ns/op
Iteration  88: 1367,187 ns/op
Iteration  89: 1365,799 ns/op
Iteration  90: 1358,879 ns/op
Iteration  91: 1362,584 ns/op
Iteration  92: 1357,155 ns/op
Iteration  93: 1346,977 ns/op
Iteration  94: 1353,613 ns/op
Iteration  95: 1345,141 ns/op
Iteration  96: 1345,479 ns/op
Iteration  97: 1355,431 ns/op
Iteration  98: 1360,728 ns/op
Iteration  99: 1362,210 ns/op
Iteration 100: 1357,751 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  1365,378 ±(99.9%) 6,378 ns/op [Average]
  (min, avg, max) = (1332,215, 1365,378, 1430,299), stdev = 18,806
  CI (99.9%): [1359,000, 1371,756] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                             (className)                      (fileName)  Mode  Cnt     Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Primitives  /primitives/primitives-10.json  avgt  100  1365,378 ± 6,378  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10-LTS
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-zulu/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-20.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 3739,878 ns/op
# Warmup Iteration   2: 3477,646 ns/op
# Warmup Iteration   3: 3414,981 ns/op
Iteration   1: 3558,014 ns/op
Iteration   2: 3416,901 ns/op
Iteration   3: 3420,655 ns/op
Iteration   4: 3411,124 ns/op
Iteration   5: 3449,553 ns/op
Iteration   6: 3422,591 ns/op
Iteration   7: 3457,708 ns/op
Iteration   8: 3415,555 ns/op
Iteration   9: 3399,404 ns/op
Iteration  10: 3462,677 ns/op
Iteration  11: 3404,424 ns/op
Iteration  12: 3497,263 ns/op
Iteration  13: 3461,802 ns/op
Iteration  14: 3624,724 ns/op
Iteration  15: 3470,728 ns/op
Iteration  16: 3473,267 ns/op
Iteration  17: 3430,638 ns/op
Iteration  18: 3495,860 ns/op
Iteration  19: 3465,313 ns/op
Iteration  20: 3459,246 ns/op
Iteration  21: 3482,101 ns/op
Iteration  22: 3507,052 ns/op
Iteration  23: 3476,786 ns/op
Iteration  24: 3475,403 ns/op
Iteration  25: 3492,178 ns/op
Iteration  26: 3405,003 ns/op
Iteration  27: 3468,836 ns/op
Iteration  28: 3482,989 ns/op
Iteration  29: 3458,910 ns/op
Iteration  30: 3534,915 ns/op
Iteration  31: 3466,607 ns/op
Iteration  32: 3443,441 ns/op
Iteration  33: 3543,808 ns/op
Iteration  34: 3425,356 ns/op
Iteration  35: 3412,194 ns/op
Iteration  36: 3434,699 ns/op
Iteration  37: 3453,324 ns/op
Iteration  38: 3446,828 ns/op
Iteration  39: 3457,993 ns/op
Iteration  40: 3492,514 ns/op
Iteration  41: 3503,477 ns/op
Iteration  42: 3418,937 ns/op
Iteration  43: 3472,933 ns/op
Iteration  44: 3423,330 ns/op
Iteration  45: 3467,367 ns/op
Iteration  46: 3441,796 ns/op
Iteration  47: 3420,329 ns/op
Iteration  48: 3477,603 ns/op
Iteration  49: 3516,504 ns/op
Iteration  50: 3439,439 ns/op
Iteration  51: 3574,209 ns/op
Iteration  52: 3441,508 ns/op
Iteration  53: 3447,298 ns/op
Iteration  54: 3456,696 ns/op
Iteration  55: 3421,555 ns/op
Iteration  56: 3631,539 ns/op
Iteration  57: 3408,665 ns/op
Iteration  58: 3428,303 ns/op
Iteration  59: 3485,827 ns/op
Iteration  60: 3568,547 ns/op
Iteration  61: 3468,593 ns/op
Iteration  62: 3434,064 ns/op
Iteration  63: 3476,738 ns/op
Iteration  64: 3484,990 ns/op
Iteration  65: 3483,562 ns/op
Iteration  66: 3435,896 ns/op
Iteration  67: 3447,565 ns/op
Iteration  68: 3443,609 ns/op
Iteration  69: 3458,375 ns/op
Iteration  70: 3470,527 ns/op
Iteration  71: 3453,753 ns/op
Iteration  72: 3472,588 ns/op
Iteration  73: 3421,528 ns/op
Iteration  74: 3484,585 ns/op
Iteration  75: 3473,738 ns/op
Iteration  76: 3511,404 ns/op
Iteration  77: 3477,723 ns/op
Iteration  78: 3453,730 ns/op
Iteration  79: 3445,324 ns/op
Iteration  80: 3482,711 ns/op
Iteration  81: 3444,928 ns/op
Iteration  82: 3454,170 ns/op
Iteration  83: 3431,443 ns/op
Iteration  84: 3444,031 ns/op
Iteration  85: 3431,957 ns/op
Iteration  86: 3443,747 ns/op
Iteration  87: 3538,372 ns/op
Iteration  88: 3467,214 ns/op
Iteration  89: 3479,912 ns/op
Iteration  90: 3463,348 ns/op
Iteration  91: 3440,033 ns/op
Iteration  92: 3561,702 ns/op
Iteration  93: 3438,081 ns/op
Iteration  94: 3487,454 ns/op
Iteration  95: 3428,127 ns/op
Iteration  96: 3440,648 ns/op
Iteration  97: 3423,072 ns/op
Iteration  98: 3522,026 ns/op
Iteration  99: 3424,869 ns/op
Iteration 100: 3434,535 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  3464,849 ±(99.9%) 14,898 ns/op [Average]
  (min, avg, max) = (3399,404, 3464,849, 3631,539), stdev = 43,928
  CI (99.9%): [3449,951, 3479,748] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                             (className)                      (fileName)  Mode  Cnt     Score    Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Primitives  /primitives/primitives-20.json  avgt  100  3464,849 ± 14,898  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10-LTS
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-zulu/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Objects, fileName = /objects/objects-2.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 466,033 ns/op
# Warmup Iteration   2: 427,834 ns/op
# Warmup Iteration   3: 427,324 ns/op
Iteration   1: 434,691 ns/op
Iteration   2: 429,347 ns/op
Iteration   3: 426,248 ns/op
Iteration   4: 426,146 ns/op
Iteration   5: 431,108 ns/op
Iteration   6: 432,659 ns/op
Iteration   7: 432,928 ns/op
Iteration   8: 434,160 ns/op
Iteration   9: 426,350 ns/op
Iteration  10: 435,608 ns/op
Iteration  11: 438,013 ns/op
Iteration  12: 429,754 ns/op
Iteration  13: 432,199 ns/op
Iteration  14: 450,818 ns/op
Iteration  15: 458,310 ns/op
Iteration  16: 422,429 ns/op
Iteration  17: 432,619 ns/op
Iteration  18: 422,591 ns/op
Iteration  19: 423,524 ns/op
Iteration  20: 422,345 ns/op
Iteration  21: 422,152 ns/op
Iteration  22: 423,513 ns/op
Iteration  23: 423,089 ns/op
Iteration  24: 421,927 ns/op
Iteration  25: 423,084 ns/op
Iteration  26: 422,272 ns/op
Iteration  27: 422,712 ns/op
Iteration  28: 422,463 ns/op
Iteration  29: 422,863 ns/op
Iteration  30: 421,950 ns/op
Iteration  31: 422,596 ns/op
Iteration  32: 421,610 ns/op
Iteration  33: 423,262 ns/op
Iteration  34: 422,158 ns/op
Iteration  35: 428,164 ns/op
Iteration  36: 422,193 ns/op
Iteration  37: 422,600 ns/op
Iteration  38: 427,176 ns/op
Iteration  39: 422,080 ns/op
Iteration  40: 423,668 ns/op
Iteration  41: 422,045 ns/op
Iteration  42: 421,867 ns/op
Iteration  43: 421,833 ns/op
Iteration  44: 421,813 ns/op
Iteration  45: 424,826 ns/op
Iteration  46: 427,830 ns/op
Iteration  47: 422,318 ns/op
Iteration  48: 424,870 ns/op
Iteration  49: 422,048 ns/op
Iteration  50: 426,630 ns/op
Iteration  51: 428,019 ns/op
Iteration  52: 423,527 ns/op
Iteration  53: 428,534 ns/op
Iteration  54: 427,306 ns/op
Iteration  55: 423,796 ns/op
Iteration  56: 422,498 ns/op
Iteration  57: 422,342 ns/op
Iteration  58: 422,734 ns/op
Iteration  59: 423,146 ns/op
Iteration  60: 422,015 ns/op
Iteration  61: 431,223 ns/op
Iteration  62: 426,727 ns/op
Iteration  63: 422,436 ns/op
Iteration  64: 425,736 ns/op
Iteration  65: 424,857 ns/op
Iteration  66: 422,464 ns/op
Iteration  67: 422,922 ns/op
Iteration  68: 427,489 ns/op
Iteration  69: 422,680 ns/op
Iteration  70: 429,078 ns/op
Iteration  71: 422,699 ns/op
Iteration  72: 422,423 ns/op
Iteration  73: 422,355 ns/op
Iteration  74: 421,623 ns/op
Iteration  75: 423,200 ns/op
Iteration  76: 422,219 ns/op
Iteration  77: 422,884 ns/op
Iteration  78: 422,110 ns/op
Iteration  79: 422,474 ns/op
Iteration  80: 422,053 ns/op
Iteration  81: 429,185 ns/op
Iteration  82: 422,502 ns/op
Iteration  83: 422,283 ns/op
Iteration  84: 423,092 ns/op
Iteration  85: 422,741 ns/op
Iteration  86: 422,169 ns/op
Iteration  87: 430,152 ns/op
Iteration  88: 423,528 ns/op
Iteration  89: 427,120 ns/op
Iteration  90: 424,561 ns/op
Iteration  91: 426,401 ns/op
Iteration  92: 422,805 ns/op
Iteration  93: 439,671 ns/op
Iteration  94: 422,662 ns/op
Iteration  95: 422,919 ns/op
Iteration  96: 422,102 ns/op
Iteration  97: 423,521 ns/op
Iteration  98: 422,373 ns/op
Iteration  99: 422,167 ns/op
Iteration 100: 422,145 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  425,571 ±(99.9%) 1,957 ns/op [Average]
  (min, avg, max) = (421,610, 425,571, 458,310), stdev = 5,771
  CI (99.9%): [423,614, 427,529] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                          (className)               (fileName)  Mode  Cnt    Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Objects  /objects/objects-2.json  avgt  100  425,571 ± 1,957  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10-LTS
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-zulu/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Objects, fileName = /objects/objects-6.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 1067,095 ns/op
# Warmup Iteration   2: 1017,504 ns/op
# Warmup Iteration   3: 1015,167 ns/op
Iteration   1: 1019,585 ns/op
Iteration   2: 1005,044 ns/op
Iteration   3: 1022,779 ns/op
Iteration   4: 1016,855 ns/op
Iteration   5: 1039,727 ns/op
Iteration   6: 1017,508 ns/op
Iteration   7: 1003,728 ns/op
Iteration   8: 1005,860 ns/op
Iteration   9: 1007,109 ns/op
Iteration  10: 998,116 ns/op
Iteration  11: 1006,540 ns/op
Iteration  12: 1045,221 ns/op
Iteration  13: 1007,229 ns/op
Iteration  14: 1047,088 ns/op
Iteration  15: 1006,871 ns/op
Iteration  16: 1008,210 ns/op
Iteration  17: 1009,042 ns/op
Iteration  18: 1007,371 ns/op
Iteration  19: 1014,731 ns/op
Iteration  20: 1021,696 ns/op
Iteration  21: 1012,183 ns/op
Iteration  22: 1023,807 ns/op
Iteration  23: 1056,904 ns/op
Iteration  24: 1012,089 ns/op
Iteration  25: 1023,614 ns/op
Iteration  26: 1047,719 ns/op
Iteration  27: 1013,877 ns/op
Iteration  28: 1009,354 ns/op
Iteration  29: 1006,507 ns/op
Iteration  30: 1006,633 ns/op
Iteration  31: 1020,679 ns/op
Iteration  32: 1006,739 ns/op
Iteration  33: 1030,388 ns/op
Iteration  34: 1020,705 ns/op
Iteration  35: 1014,957 ns/op
Iteration  36: 1009,403 ns/op
Iteration  37: 1018,590 ns/op
Iteration  38: 1009,734 ns/op
Iteration  39: 1009,725 ns/op
Iteration  40: 1009,636 ns/op
Iteration  41: 1063,739 ns/op
Iteration  42: 1007,416 ns/op
Iteration  43: 1007,611 ns/op
Iteration  44: 1006,938 ns/op
Iteration  45: 1006,405 ns/op
Iteration  46: 1007,868 ns/op
Iteration  47: 1031,469 ns/op
Iteration  48: 1032,411 ns/op
Iteration  49: 1025,256 ns/op
Iteration  50: 1006,850 ns/op
Iteration  51: 1007,839 ns/op
Iteration  52: 1008,518 ns/op
Iteration  53: 1006,965 ns/op
Iteration  54: 1025,726 ns/op
Iteration  55: 1013,989 ns/op
Iteration  56: 1006,921 ns/op
Iteration  57: 1006,843 ns/op
Iteration  58: 1010,719 ns/op
Iteration  59: 1005,946 ns/op
Iteration  60: 1027,017 ns/op
Iteration  61: 1008,331 ns/op
Iteration  62: 1008,554 ns/op
Iteration  63: 1029,125 ns/op
Iteration  64: 1007,251 ns/op
Iteration  65: 1006,957 ns/op
Iteration  66: 1007,873 ns/op
Iteration  67: 1007,809 ns/op
Iteration  68: 1007,029 ns/op
Iteration  69: 1008,442 ns/op
Iteration  70: 1008,391 ns/op
Iteration  71: 1006,334 ns/op
Iteration  72: 1008,337 ns/op
Iteration  73: 1006,034 ns/op
Iteration  74: 1009,013 ns/op
Iteration  75: 1034,721 ns/op
Iteration  76: 1008,477 ns/op
Iteration  77: 1015,132 ns/op
Iteration  78: 1008,456 ns/op
Iteration  79: 1022,549 ns/op
Iteration  80: 1006,293 ns/op
Iteration  81: 1029,149 ns/op
Iteration  82: 1044,378 ns/op
Iteration  83: 1023,055 ns/op
Iteration  84: 1009,260 ns/op
Iteration  85: 1011,223 ns/op
Iteration  86: 1029,315 ns/op
Iteration  87: 1035,458 ns/op
Iteration  88: 1006,640 ns/op
Iteration  89: 1035,884 ns/op
Iteration  90: 1007,326 ns/op
Iteration  91: 1013,592 ns/op
Iteration  92: 1041,253 ns/op
Iteration  93: 1067,442 ns/op
Iteration  94: 1021,582 ns/op
Iteration  95: 1057,345 ns/op
Iteration  96: 1035,754 ns/op
Iteration  97: 1013,020 ns/op
Iteration  98: 1018,697 ns/op
Iteration  99: 1016,947 ns/op
Iteration 100: 1028,116 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  1017,605 ±(99.9%) 4,883 ns/op [Average]
  (min, avg, max) = (998,116, 1017,605, 1067,442), stdev = 14,397
  CI (99.9%): [1012,723, 1022,488] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                          (className)               (fileName)  Mode  Cnt     Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Objects  /objects/objects-6.json  avgt  100  1017,605 ± 4,883  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10-LTS
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-zulu/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Objects, fileName = /objects/objects-10.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 1654,831 ns/op
# Warmup Iteration   2: 1564,547 ns/op
# Warmup Iteration   3: 1555,595 ns/op
Iteration   1: 1532,985 ns/op
Iteration   2: 1543,074 ns/op
Iteration   3: 1550,788 ns/op
Iteration   4: 1539,057 ns/op
Iteration   5: 1537,008 ns/op
Iteration   6: 1535,490 ns/op
Iteration   7: 1582,234 ns/op
Iteration   8: 1537,058 ns/op
Iteration   9: 1532,700 ns/op
Iteration  10: 1537,818 ns/op
Iteration  11: 1535,223 ns/op
Iteration  12: 1564,482 ns/op
Iteration  13: 1534,078 ns/op
Iteration  14: 1524,185 ns/op
Iteration  15: 1522,957 ns/op
Iteration  16: 1523,059 ns/op
Iteration  17: 1524,346 ns/op
Iteration  18: 1565,398 ns/op
Iteration  19: 1608,150 ns/op
Iteration  20: 1602,766 ns/op
Iteration  21: 1533,501 ns/op
Iteration  22: 1525,652 ns/op
Iteration  23: 1523,648 ns/op
Iteration  24: 1524,623 ns/op
Iteration  25: 1523,224 ns/op
Iteration  26: 1523,045 ns/op
Iteration  27: 1521,787 ns/op
Iteration  28: 1522,220 ns/op
Iteration  29: 1521,359 ns/op
Iteration  30: 1521,109 ns/op
Iteration  31: 1527,842 ns/op
Iteration  32: 1522,272 ns/op
Iteration  33: 1527,113 ns/op
Iteration  34: 1627,483 ns/op
Iteration  35: 1567,037 ns/op
Iteration  36: 1523,509 ns/op
Iteration  37: 1529,863 ns/op
Iteration  38: 1531,083 ns/op
Iteration  39: 1557,449 ns/op
Iteration  40: 1526,139 ns/op
Iteration  41: 1523,602 ns/op
Iteration  42: 1520,478 ns/op
Iteration  43: 1524,014 ns/op
Iteration  44: 1542,722 ns/op
Iteration  45: 1544,242 ns/op
Iteration  46: 1550,151 ns/op
Iteration  47: 1527,884 ns/op
Iteration  48: 1576,304 ns/op
Iteration  49: 1523,461 ns/op
Iteration  50: 1550,913 ns/op
Iteration  51: 1528,850 ns/op
Iteration  52: 1522,835 ns/op
Iteration  53: 1524,059 ns/op
Iteration  54: 1521,664 ns/op
Iteration  55: 1523,094 ns/op
Iteration  56: 1535,403 ns/op
Iteration  57: 1569,761 ns/op
Iteration  58: 1530,913 ns/op
Iteration  59: 1535,254 ns/op
Iteration  60: 1578,522 ns/op
Iteration  61: 1525,654 ns/op
Iteration  62: 1551,309 ns/op
Iteration  63: 1521,801 ns/op
Iteration  64: 1523,533 ns/op
Iteration  65: 1523,075 ns/op
Iteration  66: 1523,913 ns/op
Iteration  67: 1521,294 ns/op
Iteration  68: 1522,435 ns/op
Iteration  69: 1525,239 ns/op
Iteration  70: 1521,095 ns/op
Iteration  71: 1522,843 ns/op
Iteration  72: 1520,480 ns/op
Iteration  73: 1521,608 ns/op
Iteration  74: 1522,298 ns/op
Iteration  75: 1529,250 ns/op
Iteration  76: 1527,234 ns/op
Iteration  77: 1527,314 ns/op
Iteration  78: 1530,713 ns/op
Iteration  79: 1527,455 ns/op
Iteration  80: 1521,613 ns/op
Iteration  81: 1523,784 ns/op
Iteration  82: 1576,262 ns/op
Iteration  83: 1537,885 ns/op
Iteration  84: 1606,226 ns/op
Iteration  85: 1523,571 ns/op
Iteration  86: 1539,761 ns/op
Iteration  87: 1522,355 ns/op
Iteration  88: 1534,294 ns/op
Iteration  89: 1524,427 ns/op
Iteration  90: 1521,843 ns/op
Iteration  91: 1539,049 ns/op
Iteration  92: 1534,712 ns/op
Iteration  93: 1521,597 ns/op
Iteration  94: 1560,937 ns/op
Iteration  95: 1529,055 ns/op
Iteration  96: 1555,288 ns/op
Iteration  97: 1532,559 ns/op
Iteration  98: 1536,836 ns/op
Iteration  99: 1538,822 ns/op
Iteration 100: 1566,526 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  1537,029 ±(99.9%) 7,279 ns/op [Average]
  (min, avg, max) = (1520,478, 1537,029, 1627,483), stdev = 21,461
  CI (99.9%): [1529,750, 1544,308] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                          (className)                (fileName)  Mode  Cnt     Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Objects  /objects/objects-10.json  avgt  100  1537,029 ± 7,279  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10-LTS
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-zulu/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Objects, fileName = /objects/objects-20.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 3542,415 ns/op
# Warmup Iteration   2: 3258,369 ns/op
# Warmup Iteration   3: 3284,486 ns/op
Iteration   1: 3237,532 ns/op
Iteration   2: 3230,833 ns/op
Iteration   3: 3226,008 ns/op
Iteration   4: 3228,946 ns/op
Iteration   5: 3245,345 ns/op
Iteration   6: 3231,353 ns/op
Iteration   7: 3229,854 ns/op
Iteration   8: 3229,003 ns/op
Iteration   9: 3235,187 ns/op
Iteration  10: 3326,542 ns/op
Iteration  11: 3231,112 ns/op
Iteration  12: 3304,555 ns/op
Iteration  13: 3229,750 ns/op
Iteration  14: 3219,185 ns/op
Iteration  15: 3217,482 ns/op
Iteration  16: 3230,156 ns/op
Iteration  17: 3221,250 ns/op
Iteration  18: 3296,070 ns/op
